# 20万分の1日本シームレス地質図V2
"RGB","comment"
"f575b5","[K12_mghps_cph] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"f5b535","[K12_mmyry_dks] 中生代 前期白亜紀 アプチアン期〜アルビアン期, デイサイトマイロナイト・流紋岩マイロナイト 変位変成岩　珪線石カリ長石帯"
"f5b575","[K12_mmyry_dgc] 中生代 前期白亜紀 アプチアン期〜アルビアン期, デイサイトマイロナイト・流紋岩マイロナイト 変位変成岩 ざくろ石菫青石帯"
"f5b6b6","[K12_mmyry_dop] 中生代 前期白亜紀 アプチアン期〜アルビアン期, デイサイトマイロナイト・流紋岩マイロナイト 変位変成岩 斜方輝石帯（グラニュライト相）"
"f5d700","[K2-Pg12_mscps_lkc] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 砂質片岩 低P/T型広域変成岩　カリ長石菫青石帯"
"f5dc4d","[Pg4_sns] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 非海成層 砂岩，砂岩泥岩互層ないし砂岩・泥岩"
"f5ffe6","[H_svd] 新生代 第四紀 完新世, 自然堤防堆積物"
"f63f60","[Pg1_pim_a] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 花崗閃緑岩・トーナル岩 塊状 島弧・大陸"
"f65f14","[Ca-O_mscsi_hc] 古生代 カンブリア紀〜オルドビス紀, 珪質片岩 高P/T型広域変成岩　緑泥石帯"
"f67636","[K21_mghps_cb] 中生代 後期白亜紀 セノマニアン期〜サントニアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯"
"f67676","[K21_mghps_ckc] 中生代 後期白亜紀 セノマニアン期〜サントニアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 カリ長石菫青石帯"
"f676b6","[K21_mghps_cph] 中生代 後期白亜紀 セノマニアン期〜サントニアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"f6b636","[K2-Pg12_mmyry_dks] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, デイサイトマイロナイト・流紋岩マイロナイト 変位変成岩　珪線石カリ長石帯"
"f6b676","[K2-Pg12_mmyry_dgc] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, デイサイトマイロナイト・流紋岩マイロナイト 変位変成岩 ざくろ石菫青石帯"
"f6b6b6","[K2-Pg12_mmyry_dop] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, デイサイトマイロナイト・流紋岩マイロナイト 変位変成岩 斜方輝石帯（グラニュライト相）"
"f6b8c8","[Pg14-3_va_ol_Pg2] 新生代 古第三紀 始新世 ヤプレシアン期〜漸新世 ルペリアン期, デイサイト・流紋岩・粗面岩 海洋 始新世-前期漸新世付加体"
"f6d700","[Tr1-32_mscps_lkc] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 砂質片岩 低P/T型広域変成岩　カリ長石菫青石帯"
"f6f333","[K11_sbss] 中生代 前期白亜紀 ベリアシアン期〜バレミアン期, 汽水成層ないし海成・非海成混合層 砂岩"
"f7295c","[Pg2_pin_a] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 花崗閃緑岩・トーナル岩 片麻状 島弧・大陸"
"f75f14","[K122-Pg12_mscsi_hg] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 珪質片岩 高P/T型広域変成岩　ざくろ石帯"
"f77737","[K22_mghps_cb] 中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯"
"f77777","[K22_mghps_ckc] 中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 カリ長石菫青石帯"
"f777b7","[K22_mghps_cph] 中生代 後期白亜紀 カンパニアン期〜マーストリヒチアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"f7ac00","[K112-212_soh_KPg] 中生代 前期白亜紀 バランギニアン期〜後期白亜紀 チューロニアン期, チャート 後期白亜紀-始新世付加体"
"f7b737","[Pg2-N121_mmyry_dks] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, デイサイトマイロナイト・流紋岩マイロナイト 変位変成岩　珪線石カリ長石帯"
"f7b777","[Pg2-N121_mmyry_dgc] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, デイサイトマイロナイト・流紋岩マイロナイト 変位変成岩 ざくろ石菫青石帯"
"f7b7b7","[Pg2-N121_mmyry_dop] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, デイサイトマイロナイト・流紋岩マイロナイト 変位変成岩 斜方輝石帯（グラニュライト相）"
"f7c707","[Q11_vis_al] 新生代 第四紀 更新世 ジェラシアン期, 安山岩・玄武岩質安山岩 溶岩・火砕岩"
"f7d700","[Pg2-N121_mscps_lks] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 砂質片岩 低P/T型広域変成岩　珪線石カリ長石帯"
"f7db03","[N3_vis_al] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 安山岩・玄武岩質安山岩 溶岩・火砕岩"
"f7de53","[N1_sns] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, 非海成層 砂岩，砂岩泥岩互層ないし砂岩・泥岩"
"f7ed19","[Pg3_soss] 新生代 古第三紀 漸新世 ルペリアン期, 海成層 砂岩"
"f7ee5a","[K214-Pg1_soss_KPg] 中生代 後期白亜紀 サントニアン期〜新生代 古第三紀 始新世 ヤプレシアン期, 海成層 砂岩 後期白亜紀-始新世付加体"
"f83f5c","[Pg2_pim_a] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 花崗閃緑岩・トーナル岩 塊状 島弧・大陸"
"f85f14","[K112-121_mscsi_hg] 中生代 前期白亜紀 バランギニアン期〜アプチアン期, 珪質片岩 高P/T型広域変成岩　ざくろ石帯"
"f87838","[Pg1_mghps_cb] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯"
"f87878","[Pg1_mghps_ckc] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 カリ長石菫青石帯"
"f878b8","[Pg1_mghps_cph] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"f8b838","[Tr2-3_mmygd_dks] 中生代 中期三畳紀〜後期三畳紀, 花崗閃緑岩マイロナイト・トーナル岩マイロナイト 変位変成岩　珪線石カリ長石帯"
"f8b878","[Tr2-3_mmygd_dgc] 中生代 中期三畳紀〜後期三畳紀, 花崗閃緑岩マイロナイト・トーナル岩マイロナイト 変位変成岩 ざくろ石菫青石帯"
"f8b8b8","[Tr2-3_mmygd_dop] 中生代 中期三畳紀〜後期三畳紀, 花崗閃緑岩マイロナイト・トーナル岩マイロナイト 変位変成岩 斜方輝石帯（グラニュライト相）"
"f8d6ad","[N2_soi] 新生代 新第三紀 中新世 後期ランギアン期〜トートニアン期, 海成層 珪質泥岩"
"f8d700","[K2-Pg12_mscps_lks] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 砂質片岩 低P/T型広域変成岩　珪線石カリ長石帯"
"f8df23","[Pg1_sbs] 新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 汽水成層ないし海成・非海成混合層 砂岩，砂岩泥岩互層ないし砂岩・泥岩"
"f92c61","[Pg3_pin_a] 新生代 古第三紀 漸新世 ルペリアン期, 花崗閃緑岩・トーナル岩 片麻状 島弧・大陸"
"f93f58","[Pg3_pim_a] 新生代 古第三紀 漸新世 ルペリアン期, 花崗閃緑岩・トーナル岩 塊状 島弧・大陸"
"f95f14","[Tr22-J31_mscsi_hg] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 珪質片岩 高P/T型広域変成岩　ざくろ石帯"
"f97939","[Pg2_mghps_cb] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯"
"f97979","[Pg2_mghps_ckc] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 カリ長石菫青石帯"
"f979b9","[Pg2_mghps_cph] 新生代 古第三紀 始新世 ルテシアン期〜プリアボニアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"f9a700","[J32-K12_soh_Kn] 中生代 後期ジュラ紀 キンメリッジアン期〜前期白亜紀 アルビアン期, チャート 後期白亜紀前期付加体"
"f9b939","[K12_mmygd_dks] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 花崗閃緑岩マイロナイト・トーナル岩マイロナイト 変位変成岩　珪線石カリ長石帯"
"f9b979","[K12_mmygd_dgc] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 花崗閃緑岩マイロナイト・トーナル岩マイロナイト 変位変成岩 ざくろ石菫青石帯"
"f9b9b9","[K12_mmygd_dop] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 花崗閃緑岩マイロナイト・トーナル岩マイロナイト 変位変成岩 斜方輝石帯（グラニュライト相）"
"f9c270","[Q12_vas_al] 新生代 第四紀 更新世 カラブリアン期, デイサイト・流紋岩 溶岩・火砕岩"
"f9d700","[K12_mscps_lks] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 砂質片岩 低P/T型広域変成岩　珪線石カリ長石帯"
"f9f063","[Pg14-3_soss_Pg2] 新生代 古第三紀 始新世 ヤプレシアン期〜漸新世 ルペリアン期, 海成層 砂岩 始新世-前期漸新世付加体"
"f9f737","[K12_sbss] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 汽水成層ないし海成・非海成混合層 砂岩"
"fa3f53","[Pg4_pim_a] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 花崗閃緑岩・トーナル岩 塊状 島弧・大陸"
"fa5f14","[D3-P1_mscsi_hg] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 珪質片岩 高P/T型広域変成岩　ざくろ石帯"
"fa7a3a","[Pg3_mghps_cb] 新生代 古第三紀 漸新世 ルペリアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯"
"fa7a7a","[Pg3_mghps_ckc] 新生代 古第三紀 漸新世 ルペリアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 カリ長石菫青石帯"
"fa7aba","[Pg3_mghps_cph] 新生代 古第三紀 漸新世 ルペリアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"fa9800","[P12-J31_soh_J3] 古生代 ペルム紀 シスウラリアン世 サクマーリアン期〜中生代 後期ジュラ紀 オックスフォーディアン期, チャート 後期ジュラ紀-前期白亜紀付加体"
"faba3a","[K2-Pg12_mmygd_dks] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 花崗閃緑岩マイロナイト・トーナル岩マイロナイト 変位変成岩　珪線石カリ長石帯"
"faba7a","[K2-Pg12_mmygd_dgc] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 花崗閃緑岩マイロナイト・トーナル岩マイロナイト 変位変成岩 ざくろ石菫青石帯"
"fababa","[K2-Pg12_mmygd_dop] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 花崗閃緑岩マイロナイト・トーナル岩マイロナイト 変位変成岩 斜方輝石帯（グラニュライト相）"
"fac2cd","[Pg4-N211_va_ol_Pg4] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 後期ランギアン期, デイサイト・流紋岩・粗面岩 海洋 後期漸新世-中期中新世前期付加体"
"fad700","[Tr1-32_mscps_lks] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 砂質片岩 低P/T型広域変成岩　珪線石カリ長石帯"
"fb1f2d","[Pg2-N121_mscpe_lks] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 泥質片岩 低P/T型広域変成岩　珪線石カリ長石帯"
"fb2f66","[Pg4_pin_a] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 花崗閃緑岩・トーナル岩 片麻状 島弧・大陸"
"fb3f4f","[N1_pim_a] 新生代 新第三紀 中新世 バーディガリアン期〜前期ランギアン期, 花崗閃緑岩・トーナル岩 塊状 島弧・大陸"
"fb522f","[Pg2-N121_mscpe_lkc] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 泥質片岩 低P/T型広域変成岩　カリ長石菫青石帯"
"fb5f14","[Ca-O_mscsi_hg] 古生代 カンブリア紀〜オルドビス紀, 珪質片岩 高P/T型広域変成岩　ざくろ石帯"
"fb7527","[N3_msl_lgs] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 粘板岩  低P/T型広域変成岩　緑色片岩相"
"fb7b3b","[Pg4_mghps_cb] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 黒雲母帯"
"fb7b7b","[Pg4_mghps_ckc] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 カリ長石菫青石帯"
"fb7bbb","[Pg4_mghps_cph] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 砂質グラノフェルス（砂質ホルンフェルスを含む）  接触変成岩 斜方輝石帯（輝石ホルンフェルス相）"
"fba200","[Tr32-K211_soh_Ki] 中生代 後期三畳紀 ノーリアン期〜後期白亜紀 セノマニアン期, チャート 白亜紀付加体"
"fbbb3b","[Pg2-N121_mmygd_dks] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 花崗閃緑岩マイロナイト・トーナル岩マイロナイト 変位変成岩　珪線石カリ長石帯"
"fbbb7b","[Pg2-N121_mmygd_dgc] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 花崗閃緑岩マイロナイト・トーナル岩マイロナイト 変位変成岩 ざくろ石菫青石帯"
"fbbbbb","[Pg2-N121_mmygd_dop] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 花崗閃緑岩マイロナイト・トーナル岩マイロナイト 変位変成岩 斜方輝石帯（グラニュライト相）"
"fbd700","[K22-Pg2_mscps_lgs] 中生代 後期白亜紀 カンパニアン期〜新生代 古第三紀 始新世 プリアボニアン期, 砂質片岩 低P/T型広域変成岩　緑色片岩相"
"fbe282","[N2_sns] 新生代 新第三紀 中新世 後期ランギアン期〜トートニアン期, 非海成層 砂岩，砂岩泥岩互層ないし砂岩・泥岩"
"fbef28","[Pg4_soss] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 アキタニアン期, 海成層 砂岩"
"fbf26c","[Pg4-N211_soss_Pg4] 新生代 古第三紀 漸新世 チャッティアン期〜新第三紀 中新世 後期ランギアン期, 海成層 砂岩 後期漸新世-中期中新世前期付加体"
